Data e hora,temperatura interna,temperatura externa,temperatura definida pelo usuário, Atuador Resistor, Atuador Ventoinha)
24-01-2023 21:43:14,40.44,25.891631027517814,35.0,0,100
24-01-2023 21:43:15,40.44,25.891631027517814,35.0,0,100
24-01-2023 21:43:16,40.44,25.897466359614917,35.0,0,100
24-01-2023 21:43:17,40.44,25.897466359614917,40.0,0,100
24-01-2023 21:43:18,40.44,25.897466359614917,40.0,100,0
24-01-2023 21:43:19,40.44,25.903950062377042,40.0,100,0
24-01-2023 21:43:20,40.5,25.903950062377042,40.0,100,0
24-01-2023 21:43:21,40.5,25.903950062377042,40.0,0,40
24-01-2023 21:43:22,40.5,25.910109580422272,40.0,0,40
24-01-2023 21:43:23,40.5,25.910109580422272,40.0,0,40
24-01-2023 21:43:24,40.5,25.910109580422272,40.0,0,40
24-01-2023 21:43:25,40.5,25.915944913685802,40.0,0,40
24-01-2023 21:43:26,40.5,25.915944913685802,45.0,100,0
24-01-2023 21:43:27,40.5,25.921780247317677,45.0,100,0
24-01-2023 21:43:28,40.5,25.921780247317677,45.0,100,0
24-01-2023 21:43:29,40.5,25.921780247317677,45.0,92,0
24-01-2023 21:43:30,40.56,25.926967210855242,45.0,92,0
24-01-2023 21:43:31,40.56,25.926967210855242,45.0,92,0
24-01-2023 21:43:32,40.5,25.926967210855242,45.0,92,0
24-01-2023 21:43:33,40.5,25.93118161894381,45.0,92,0
24-01-2023 21:43:34,40.5,25.93118161894381,45.0,92,0
24-01-2023 21:43:35,40.5,25.93118161894381,45.0,93,0
24-01-2023 21:43:36,40.5,25.93539602722451,45.0,93,0
24-01-2023 21:43:37,40.5,25.93539602722451,45.0,93,0
24-01-2023 21:43:38,40.5,25.93539602722451,45.0,93,0
24-01-2023 21:43:39,40.5,25.93993462097244,45.0,93,0
24-01-2023 21:43:40,40.5,25.93993462097244,45.0,94,0
24-01-2023 21:43:41,40.5,25.94350065907356,45.0,94,0
24-01-2023 21:43:42,40.5,25.94350065907356,45.0,94,0
24-01-2023 21:43:43,40.5,25.94350065907356,45.0,94,0
24-01-2023 21:43:44,40.56,25.946094141415323,45.0,94,0
24-01-2023 21:43:45,40.56,25.946094141415323,45.0,94,0
24-01-2023 21:43:46,40.56,25.946094141415323,45.0,87,0
24-01-2023 21:43:47,40.56,25.947066697312245,45.0,87,0
24-01-2023 21:43:48,40.56,25.947066697312245,45.0,87,0
24-01-2023 21:43:49,40.56,25.947066697312245,45.0,94,0
24-01-2023 21:43:50,40.56,25.949011809136778,45.0,94,0
24-01-2023 21:43:51,40.56,25.949011809136778,45.0,94,0
24-01-2023 21:43:52,40.62,25.949011809136778,45.0,87,0
24-01-2023 21:43:53,40.62,25.949335994444844,45.0,87,0
24-01-2023 21:43:54,40.62,25.949335994444844,45.0,87,0
24-01-2023 21:43:55,40.62,25.949335994444844,45.0,94,0
24-01-2023 21:43:56,40.62,25.948687623829848,45.0,94,0
24-01-2023 21:43:57,40.62,25.948687623829848,45.0,94,0
24-01-2023 21:43:58,40.62,25.947066697312245,45.0,94,0
24-01-2023 21:43:59,40.62,25.947066697312245,45.0,94,0
24-01-2023 21:44:00,40.62,25.947066697312245,40.0,0,100
24-01-2023 21:44:01,40.62,25.94479740023535,40.0,0,100
24-01-2023 21:44:02,40.62,25.94479740023535,40.0,0,100
24-01-2023 21:44:03,40.69,25.94479740023535,40.0,0,40
24-01-2023 21:44:04,40.69,25.94252810321416,40.0,0,40
24-01-2023 21:44:05,40.69,25.94252810321416,40.0,0,40
24-01-2023 21:44:06,40.69,25.94252810321416,40.0,0,40
24-01-2023 21:44:07,40.69,25.940258806248675,40.0,0,40
24-01-2023 21:44:08,40.69,25.940258806248675,40.0,0,40
24-01-2023 21:44:09,40.69,25.940258806248675,40.0,0,40
24-01-2023 21:44:10,40.69,25.93669276827261,40.0,0,40
24-01-2023 21:44:11,40.69,25.93669276827261,40.0,0,40
24-01-2023 21:44:12,40.69,25.93669276827261,40.0,0,40
24-01-2023 21:44:13,40.75,25.932478359932794,40.0,0,40
24-01-2023 21:44:14,40.75,25.932478359932794,40.0,0,40
